id,kind,evidence_id,stripe_charge_id,source_staged_payment_id,gross_amount,fee_amount,net_amount,currency,received_date,lifecycle
"pu_ch_3Lk9PKAhXr9x8yiR1vK1K1Xk","stripe_charge","ch_3Lk9PKAhXr9x8yiR1vK1K1Xk","ch_3Lk9PKAhXr9x8yiR1vK1K1Xk","","52.07","2.43","49.64","USD","2022-09-20","received"
"pu_ch_3LkSEKAhXr9x8yiR1CQwBar8","stripe_charge","ch_3LkSEKAhXr9x8yiR1CQwBar8","ch_3LkSEKAhXr9x8yiR1CQwBar8","","5.49","0.53","4.96","USD","2022-09-21","received"
"pu_ch_3LkonwAhXr9x8yiR14bGbfWH","stripe_charge","ch_3LkonwAhXr9x8yiR14bGbfWH","ch_3LkonwAhXr9x8yiR14bGbfWH","","26.19","1.37","24.82","USD","2022-09-22","received"
"pu_ch_3LkozMAhXr9x8yiR1OZLT8mb","stripe_charge","ch_3LkozMAhXr9x8yiR1OZLT8mb","ch_3LkozMAhXr9x8yiR1OZLT8mb","","259.11","10.92","248.19","USD","2022-09-22","received"
"pu_ch_3Lkp9VAhXr9x8yiR1mW323rm","stripe_charge","ch_3Lkp9VAhXr9x8yiR1mW323rm","ch_3Lkp9VAhXr9x8yiR1mW323rm","","50.00","2.35","47.65","USD","2022-09-22","received"
"pu_ch_3Lkq79AhXr9x8yiR1j9QRJqy","stripe_charge","ch_3Lkq79AhXr9x8yiR1j9QRJqy","ch_3Lkq79AhXr9x8yiR1j9QRJqy","","103.83","4.56","99.27","USD","2022-09-22","received"
"pu_ch_3LkqCaAhXr9x8yiR1PTFnzYq","stripe_charge","ch_3LkqCaAhXr9x8yiR1PTFnzYq","ch_3LkqCaAhXr9x8yiR1PTFnzYq","","25.00","1.33","23.67","USD","2022-09-22","received"
"pu_ch_3LkrHIAhXr9x8yiR0Gojppzf","stripe_charge","ch_3LkrHIAhXr9x8yiR0Gojppzf","ch_3LkrHIAhXr9x8yiR0Gojppzf","","103.83","4.56","99.27","USD","2022-09-22","received"
"pu_ch_3LkrayAhXr9x8yiR1qLNSIVH","stripe_charge","ch_3LkrayAhXr9x8yiR1qLNSIVH","ch_3LkrayAhXr9x8yiR1qLNSIVH","","103.83","4.56","99.27","USD","2022-09-22","received"
"pu_ch_3LkrprAhXr9x8yiR1TWP3WfX","stripe_charge","ch_3LkrprAhXr9x8yiR1TWP3WfX","ch_3LkrprAhXr9x8yiR1TWP3WfX","","103.83","4.56","99.27","USD","2022-09-22","received"
"pu_ch_3LksTpAhXr9x8yiR0Ir1olXW","stripe_charge","ch_3LksTpAhXr9x8yiR0Ir1olXW","ch_3LksTpAhXr9x8yiR0Ir1olXW","","15.84","0.95","14.89","USD","2022-09-22","received"
"pu_ch_3LksuYAhXr9x8yiR1MFnsAy0","stripe_charge","ch_3LksuYAhXr9x8yiR1MFnsAy0","ch_3LksuYAhXr9x8yiR1MFnsAy0","","50.00","2.35","47.65","USD","2022-09-22","received"
"pu_ch_3LktHuAhXr9x8yiR1kG9Lg5i","stripe_charge","ch_3LktHuAhXr9x8yiR1kG9Lg5i","ch_3LktHuAhXr9x8yiR1kG9Lg5i","","259.11","10.92","248.19","USD","2022-09-22","received"
"pu_ch_3LktfKAhXr9x8yiR1DLSQiwY","stripe_charge","ch_3LktfKAhXr9x8yiR1DLSQiwY","ch_3LktfKAhXr9x8yiR1DLSQiwY","","103.83","4.56","99.27","USD","2022-09-22","received"
"pu_ch_3LktgOAhXr9x8yiR0O08XAeo","stripe_charge","ch_3LktgOAhXr9x8yiR0O08XAeo","ch_3LktgOAhXr9x8yiR0O08XAeo","","103.83","4.56","99.27","USD","2022-09-22","received"
"pu_ch_3LkvmIAhXr9x8yiR1BSaCMvL","stripe_charge","ch_3LkvmIAhXr9x8yiR1BSaCMvL","ch_3LkvmIAhXr9x8yiR1BSaCMvL","","103.83","4.56","99.27","USD","2022-09-22","received"
"pu_ch_3LkwcRAhXr9x8yiR1wCnlNlc","stripe_charge","ch_3LkwcRAhXr9x8yiR1wCnlNlc","ch_3LkwcRAhXr9x8yiR1wCnlNlc","","103.83","4.56","99.27","USD","2022-09-22","received"
"pu_ch_3Ll07GAhXr9x8yiR1fqeZngj","stripe_charge","ch_3Ll07GAhXr9x8yiR1fqeZngj","ch_3Ll07GAhXr9x8yiR1fqeZngj","","26.19","1.37","24.82","USD","2022-09-22","received"
"pu_ch_3LlDh5AhXr9x8yiR1iZxNGfY","stripe_charge","ch_3LlDh5AhXr9x8yiR1iZxNGfY","ch_3LlDh5AhXr9x8yiR1iZxNGfY","","77.95","3.50","74.45","USD","2022-09-23","received"
"pu_ch_3LlIIkAhXr9x8yiR0lgPzVXY","stripe_charge","ch_3LlIIkAhXr9x8yiR0lgPzVXY","ch_3LlIIkAhXr9x8yiR0lgPzVXY","","100.00","4.40","95.60","USD","2022-09-23","received"
"pu_ch_3LlLODAhXr9x8yiR0nEFc1os","stripe_charge","ch_3LlLODAhXr9x8yiR0nEFc1os","ch_3LlLODAhXr9x8yiR0nEFc1os","","26.19","1.37","24.82","USD","2022-09-23","received"
"pu_ch_3LlfhrAhXr9x8yiR0LdlCLMj","stripe_charge","ch_3LlfhrAhXr9x8yiR0LdlCLMj","ch_3LlfhrAhXr9x8yiR0LdlCLMj","","26.19","1.37","24.82","USD","2022-09-24","received"
"pu_ch_3Llz4zAhXr9x8yiR1mQOZct6","stripe_charge","ch_3Llz4zAhXr9x8yiR1mQOZct6","ch_3Llz4zAhXr9x8yiR1mQOZct6","","100.00","4.40","95.60","USD","2022-09-25","received"
"pu_ch_3Lm1o5AhXr9x8yiR06m8a8K0","stripe_charge","ch_3Lm1o5AhXr9x8yiR06m8a8K0","ch_3Lm1o5AhXr9x8yiR06m8a8K0","","103.83","4.56","99.27","USD","2022-09-25","received"
"pu_ch_3LmFRdAhXr9x8yiR0VicBd8V","stripe_charge","ch_3LmFRdAhXr9x8yiR0VicBd8V","ch_3LmFRdAhXr9x8yiR0VicBd8V","","1035.51","42.76","992.75","USD","2022-09-26","received"
"pu_ch_3LmGW2AhXr9x8yiR1GTkkPU4","stripe_charge","ch_3LmGW2AhXr9x8yiR1GTkkPU4","ch_3LmGW2AhXr9x8yiR1GTkkPU4","","100.00","4.40","95.60","USD","2022-09-26","received"
"pu_ch_3LmLikAhXr9x8yiR1OxWYIRW","stripe_charge","ch_3LmLikAhXr9x8yiR1OxWYIRW","ch_3LmLikAhXr9x8yiR1OxWYIRW","","100.00","4.40","95.60","USD","2022-09-26","received"
"pu_ch_3LmQ5eAhXr9x8yiR0iMbqF8n","stripe_charge","ch_3LmQ5eAhXr9x8yiR0iMbqF8n","ch_3LmQ5eAhXr9x8yiR0iMbqF8n","","20.00","1.12","18.88","USD","2022-09-26","received"
"pu_ch_3Lmqw1AhXr9x8yiR1MFA4TxZ","stripe_charge","ch_3Lmqw1AhXr9x8yiR1MFA4TxZ","ch_3Lmqw1AhXr9x8yiR1MFA4TxZ","","136.00","5.87","130.13","USD","2022-09-27","received"
"pu_ch_3Ln5WrAhXr9x8yiR134Q2sGI","stripe_charge","ch_3Ln5WrAhXr9x8yiR134Q2sGI","ch_3Ln5WrAhXr9x8yiR134Q2sGI","","259.11","10.92","248.19","USD","2022-09-28","received"
"pu_ch_3LnOgRAhXr9x8yiR0fiZ6tQX","stripe_charge","ch_3LnOgRAhXr9x8yiR0fiZ6tQX","ch_3LnOgRAhXr9x8yiR0fiZ6tQX","","259.11","10.92","248.19","USD","2022-09-29","received"
"pu_ch_3LnsqvAhXr9x8yiR1btYvYin","stripe_charge","ch_3LnsqvAhXr9x8yiR1btYvYin","ch_3LnsqvAhXr9x8yiR1btYvYin","","103.83","4.56","99.27","USD","2022-09-30","received"
"pu_ch_3LoArlAhXr9x8yiR0dtsBBji","stripe_charge","ch_3LoArlAhXr9x8yiR0dtsBBji","ch_3LoArlAhXr9x8yiR0dtsBBji","","103.83","4.56","99.27","USD","2022-10-01","received"
"pu_ch_3LowvBAhXr9x8yiR1fVy0Blc","stripe_charge","ch_3LowvBAhXr9x8yiR1fVy0Blc","ch_3LowvBAhXr9x8yiR1fVy0Blc","","103.83","4.56","99.27","USD","2022-10-03","received"
"pu_ch_3Lv1ipAhXr9x8yiR15JvuQlT","stripe_charge","ch_3Lv1ipAhXr9x8yiR15JvuQlT","ch_3Lv1ipAhXr9x8yiR15JvuQlT","","52.07","2.59","49.48","USD","2022-10-20","received"
"pu_ch_3M6GPRAhXr9x8yiR1SH6j26D","stripe_charge","ch_3M6GPRAhXr9x8yiR1SH6j26D","ch_3M6GPRAhXr9x8yiR1SH6j26D","","52.07","2.59","49.48","USD","2022-11-20","received"
"pu_ch_3M6cb3AhXr9x8yiR1A59mrp9","stripe_charge","ch_3M6cb3AhXr9x8yiR1A59mrp9","ch_3M6cb3AhXr9x8yiR1A59mrp9","","5.00","0.53","4.47","USD","2022-11-21","received"
"pu_ch_3M9XcOAhXr9x8yiR0iAC7wkn","stripe_charge","ch_3M9XcOAhXr9x8yiR0iAC7wkn","ch_3M9XcOAhXr9x8yiR0iAC7wkn","","5.00","0.53","4.47","USD","2022-11-29","received"
"pu_ch_3M9YDIAhXr9x8yiR1RV3ImeD","stripe_charge","ch_3M9YDIAhXr9x8yiR1RV3ImeD","ch_3M9YDIAhXr9x8yiR1RV3ImeD","","5.00","0.53","4.47","USD","2022-11-29","received"
"pu_ch_3M9hQdAhXr9x8yiR0o3xafDZ","stripe_charge","ch_3M9hQdAhXr9x8yiR0o3xafDZ","ch_3M9hQdAhXr9x8yiR0o3xafDZ","","26.27","1.45","24.82","USD","2022-11-29","received"
"pu_ch_3M9xyTAhXr9x8yiR0pVyqVE4","stripe_charge","ch_3M9xyTAhXr9x8yiR0pVyqVE4","ch_3M9xyTAhXr9x8yiR0pVyqVE4","","52.23","2.59","49.64","USD","2022-11-30","received"
"pu_ch_3MBimpAhXr9x8yiR0v7egT8X","stripe_charge","ch_3MBimpAhXr9x8yiR0v7egT8X","ch_3MBimpAhXr9x8yiR0v7egT8X","","259.92","11.74","248.18","USD","2022-12-05","received"
"pu_ch_3MBj9RAhXr9x8yiR0n9G3WEC","stripe_charge","ch_3MBj9RAhXr9x8yiR0n9G3WEC","ch_3MBj9RAhXr9x8yiR0n9G3WEC","","50.00","2.50","47.50","USD","2022-12-05","received"
"pu_ch_3MBkGSAhXr9x8yiR0lnMLEPu","stripe_charge","ch_3MBkGSAhXr9x8yiR0lnMLEPu","ch_3MBkGSAhXr9x8yiR0lnMLEPu","","5000.00","220.30","4779.70","USD","2022-12-05","received"
"pu_ch_3MBq1OAhXr9x8yiR1ATPKrSN","stripe_charge","ch_3MBq1OAhXr9x8yiR1ATPKrSN","ch_3MBq1OAhXr9x8yiR1ATPKrSN","","519.52","23.16","496.36","USD","2022-12-05","received"
"pu_ch_3MDU2GAhXr9x8yiR0nxefQ3b","stripe_charge","ch_3MDU2GAhXr9x8yiR0nxefQ3b","ch_3MDU2GAhXr9x8yiR0nxefQ3b","","208.00","9.45","198.55","USD","2022-12-10","received"
"pu_ch_3MH8lXAhXr9x8yiR1MIa4Zti","stripe_charge","ch_3MH8lXAhXr9x8yiR1MIa4Zti","ch_3MH8lXAhXr9x8yiR1MIa4Zti","","52.07","2.59","49.48","USD","2022-12-20","received"
"pu_ch_3MJNx4AhXr9x8yiR1eTvCuY3","stripe_charge","ch_3MJNx4AhXr9x8yiR1eTvCuY3","ch_3MJNx4AhXr9x8yiR1eTvCuY3","","250.00","11.30","238.70","USD","2022-12-26","received"
"pu_ch_3MSNXNAhXr9x8yiR1FHIwrDj","stripe_charge","ch_3MSNXNAhXr9x8yiR1FHIwrDj","ch_3MSNXNAhXr9x8yiR1FHIwrDj","","52.07","2.59","49.48","USD","2023-01-20","received"
"pu_ch_3MdcMJAhXr9x8yiR03BOOQiC","stripe_charge","ch_3MdcMJAhXr9x8yiR03BOOQiC","ch_3MdcMJAhXr9x8yiR03BOOQiC","","52.07","2.59","49.48","USD","2023-02-20","received"
"pu_ch_3MhixaAhXr9x8yiR08XvkiAJ","stripe_charge","ch_3MhixaAhXr9x8yiR08XvkiAJ","ch_3MhixaAhXr9x8yiR08XvkiAJ","","727.21","32.30","694.91","USD","2023-03-03","received"
"pu_ch_3MmPDNAhXr9x8yiR1ou1DrQn","stripe_charge","ch_3MmPDNAhXr9x8yiR1ou1DrQn","ch_3MmPDNAhXr9x8yiR1ou1DrQn","","5.50","0.54","4.96","USD","2023-03-16","received"
"pu_ch_3MnlfWAhXr9x8yiR0OkddHf0","stripe_charge","ch_3MnlfWAhXr9x8yiR0OkddHf0","ch_3MnlfWAhXr9x8yiR0OkddHf0","","52.07","2.59","49.48","USD","2023-03-20","received"
"pu_ch_3N9AzEAhXr9x8yiR0VV5iWfR","stripe_charge","ch_3N9AzEAhXr9x8yiR0VV5iWfR","ch_3N9AzEAhXr9x8yiR0VV5iWfR","","500.00","22.30","477.70","USD","2023-05-18","received"
"pu_ch_3N9FvgAhXr9x8yiR0HHxu60S","stripe_charge","ch_3N9FvgAhXr9x8yiR0HHxu60S","ch_3N9FvgAhXr9x8yiR0HHxu60S","","5192.42","228.77","4963.65","USD","2023-05-18","received"
"pu_ch_3NCu8UAhXr9x8yiR04WhMXe8","stripe_charge","ch_3NCu8UAhXr9x8yiR04WhMXe8","ch_3NCu8UAhXr9x8yiR04WhMXe8","","259.92","11.74","248.18","USD","2023-05-28","received"
"pu_ch_3OTBCUAhXr9x8yiR09ZmWvEs","stripe_charge","ch_3OTBCUAhXr9x8yiR09ZmWvEs","ch_3OTBCUAhXr9x8yiR09ZmWvEs","","250.00","11.93","238.07","USD","2023-12-30","received"
"pu_ch_3QFhwbAhXr9x8yiR0dRvpvDx","stripe_charge","ch_3QFhwbAhXr9x8yiR0dRvpvDx","ch_3QFhwbAhXr9x8yiR0dRvpvDx","","5.00","0.54","4.46","USD","2024-10-30","received"
"pu_ch_3QHaobAhXr9x8yiR1Sfqdpmi","stripe_charge","ch_3QHaobAhXr9x8yiR1Sfqdpmi","ch_3QHaobAhXr9x8yiR1Sfqdpmi","","5.52","0.56","4.96","USD","2024-11-04","received"
"pu_ch_3QHavPAhXr9x8yiR0mi8lXtc","stripe_charge","ch_3QHavPAhXr9x8yiR0mi8lXtc","ch_3QHavPAhXr9x8yiR0mi8lXtc","","5.52","0.56","4.96","USD","2024-11-04","received"
"pu_ch_3QIGEFAhXr9x8yiR171HUn5J","stripe_charge","ch_3QIGEFAhXr9x8yiR171HUn5J","ch_3QIGEFAhXr9x8yiR171HUn5J","","1041.44","48.73","992.71","USD","2024-11-06","received"
"pu_ch_3QKjYpAhXr9x8yiR1MREmvtd","stripe_charge","ch_3QKjYpAhXr9x8yiR1MREmvtd","ch_3QKjYpAhXr9x8yiR1MREmvtd","","100.00","4.95","95.05","USD","2024-11-13","received"
"pu_ch_3QKn0VAhXr9x8yiR0TAYKR5p","stripe_charge","ch_3QKn0VAhXr9x8yiR0TAYKR5p","ch_3QKn0VAhXr9x8yiR0TAYKR5p","","200.00","9.60","190.40","USD","2024-11-13","received"
"pu_ch_3QKoLrAhXr9x8yiR0Mg7zprN","stripe_charge","ch_3QKoLrAhXr9x8yiR0Mg7zprN","ch_3QKoLrAhXr9x8yiR0Mg7zprN","","5.52","0.56","4.96","USD","2024-11-13","received"
"pu_ch_3QLA56AhXr9x8yiR0u2EP3zw","stripe_charge","ch_3QLA56AhXr9x8yiR0u2EP3zw","ch_3QLA56AhXr9x8yiR0u2EP3zw","","200.00","9.60","190.40","USD","2024-11-14","received"
"pu_ch_3QLXUJAhXr9x8yiR1qYT8ibj","stripe_charge","ch_3QLXUJAhXr9x8yiR1qYT8ibj","ch_3QLXUJAhXr9x8yiR1qYT8ibj","","250.00","11.93","238.07","USD","2024-11-15","received"
"pu_ch_3QNKW6AhXr9x8yiR0XRUjz5h","stripe_charge","ch_3QNKW6AhXr9x8yiR0XRUjz5h","ch_3QNKW6AhXr9x8yiR0XRUjz5h","","5000.00","232.80","4767.20","USD","2024-11-20","received"
"pu_ch_3QNRWYAhXr9x8yiR0AQrmQz3","stripe_charge","ch_3QNRWYAhXr9x8yiR0AQrmQz3","ch_3QNRWYAhXr9x8yiR0AQrmQz3","","26.34","1.52","24.82","USD","2024-11-20","received"
"pu_ch_3QRy5dAhXr9x8yiR0QfQ0UG7","stripe_charge","ch_3QRy5dAhXr9x8yiR0QfQ0UG7","ch_3QRy5dAhXr9x8yiR0QfQ0UG7","","115.88","5.69","110.19","USD","2024-12-03","received"
"pu_ch_3QRyX0AhXr9x8yiR1mSseuVu","stripe_charge","ch_3QRyX0AhXr9x8yiR1mSseuVu","ch_3QRyX0AhXr9x8yiR1mSseuVu","","75.00","3.79","71.21","USD","2024-12-03","received"
"pu_ch_3QRyeeAhXr9x8yiR14sgI9Aq","stripe_charge","ch_3QRyeeAhXr9x8yiR14sgI9Aq","ch_3QRyeeAhXr9x8yiR14sgI9Aq","","52.37","2.74","49.63","USD","2024-12-03","received"
"pu_ch_3QRzCyAhXr9x8yiR1VF62JGM","stripe_charge","ch_3QRzCyAhXr9x8yiR1VF62JGM","ch_3QRzCyAhXr9x8yiR1VF62JGM","","100.00","4.95","95.05","USD","2024-12-03","received"
"pu_ch_3QS0GcAhXr9x8yiR1ZOsNan3","stripe_charge","ch_3QS0GcAhXr9x8yiR1ZOsNan3","ch_3QS0GcAhXr9x8yiR1ZOsNan3","","30.00","1.69","28.31","USD","2024-12-03","received"
"pu_ch_3QS1fSAhXr9x8yiR1ADsOdkB","stripe_charge","ch_3QS1fSAhXr9x8yiR1ADsOdkB","ch_3QS1fSAhXr9x8yiR1ADsOdkB","","156.48","7.58","148.90","USD","2024-12-03","received"
"pu_ch_3QS1jjAhXr9x8yiR123xEiuh","stripe_charge","ch_3QS1jjAhXr9x8yiR123xEiuh","ch_3QS1jjAhXr9x8yiR123xEiuh","","26.34","1.52","24.82","USD","2024-12-03","received"
"pu_ch_3QS2G3AhXr9x8yiR0LRsxhSP","stripe_charge","ch_3QS2G3AhXr9x8yiR0LRsxhSP","ch_3QS2G3AhXr9x8yiR0LRsxhSP","","500.00","23.55","476.45","USD","2024-12-03","received"
"pu_ch_3QS9HZAhXr9x8yiR12O8MceN","stripe_charge","ch_3QS9HZAhXr9x8yiR12O8MceN","ch_3QS9HZAhXr9x8yiR12O8MceN","","1000.00","46.80","953.20","USD","2024-12-03","received"
"pu_ch_3QSN8kAhXr9x8yiR1YszMe0N","stripe_charge","ch_3QSN8kAhXr9x8yiR1YszMe0N","ch_3QSN8kAhXr9x8yiR1YszMe0N","","156.48","7.58","148.90","USD","2024-12-04","received"
"pu_ch_3QSfRbAhXr9x8yiR0JSAMVce","stripe_charge","ch_3QSfRbAhXr9x8yiR0JSAMVce","ch_3QSfRbAhXr9x8yiR0JSAMVce","","100.00","4.95","95.05","USD","2024-12-05","received"
"pu_ch_3QT4i6AhXr9x8yiR1uKRqIP3","stripe_charge","ch_3QT4i6AhXr9x8yiR1uKRqIP3","ch_3QT4i6AhXr9x8yiR1uKRqIP3","","50.00","2.63","47.37","USD","2024-12-06","received"
"pu_ch_3QVbx2AhXr9x8yiR02dcYYth","stripe_charge","ch_3QVbx2AhXr9x8yiR02dcYYth","ch_3QVbx2AhXr9x8yiR02dcYYth","","25.00","1.47","23.53","USD","2024-12-13","received"
"pu_ch_3QXee6AhXr9x8yiR0pYf7jfC","stripe_charge","ch_3QXee6AhXr9x8yiR0pYf7jfC","ch_3QXee6AhXr9x8yiR0pYf7jfC","","52.37","2.74","49.63","USD","2024-12-19","received"
"pu_ch_3QXlsgAhXr9x8yiR18k6UJEP","stripe_charge","ch_3QXlsgAhXr9x8yiR18k6UJEP","ch_3QXlsgAhXr9x8yiR18k6UJEP","","75.00","3.79","71.21","USD","2024-12-19","received"
"pu_ch_3QYoMsAhXr9x8yiR0pyjDSJD","stripe_charge","ch_3QYoMsAhXr9x8yiR0pyjDSJD","ch_3QYoMsAhXr9x8yiR0pyjDSJD","","1000.00","46.80","953.20","USD","2024-12-22","received"
"pu_ch_3QZf3QAhXr9x8yiR0BJFSTLC","stripe_charge","ch_3QZf3QAhXr9x8yiR0BJFSTLC","ch_3QZf3QAhXr9x8yiR0BJFSTLC","","156.48","7.58","148.90","USD","2024-12-24","received"
"pu_ch_3Qa1PxAhXr9x8yiR0GYIXgbd","stripe_charge","ch_3Qa1PxAhXr9x8yiR0GYIXgbd","ch_3Qa1PxAhXr9x8yiR0GYIXgbd","","156.48","7.58","148.90","USD","2024-12-25","received"
"pu_ch_3QblmwAhXr9x8yiR17jd8x9K","stripe_charge","ch_3QblmwAhXr9x8yiR17jd8x9K","ch_3QblmwAhXr9x8yiR17jd8x9K","","500.00","23.55","476.45","USD","2024-12-30","received"
"pu_ch_3QbndyAhXr9x8yiR0T2yRkGy","stripe_charge","ch_3QbndyAhXr9x8yiR0T2yRkGy","ch_3QbndyAhXr9x8yiR0T2yRkGy","","156.48","7.58","148.90","USD","2024-12-30","received"
"pu_ch_3QcFpQAhXr9x8yiR09juSiH4","stripe_charge","ch_3QcFpQAhXr9x8yiR09juSiH4","ch_3QcFpQAhXr9x8yiR09juSiH4","","104.42","5.16","99.26","USD","2024-12-31","received"
"pu_ch_3QcJEuAhXr9x8yiR1g8u6qH7","stripe_charge","ch_3QcJEuAhXr9x8yiR1g8u6qH7","ch_3QcJEuAhXr9x8yiR1g8u6qH7","","50.00","2.63","47.37","USD","2024-12-31","received"
"pu_ch_3Qcu6sAhXr9x8yiR1Ih7MFvv","stripe_charge","ch_3Qcu6sAhXr9x8yiR1Ih7MFvv","ch_3Qcu6sAhXr9x8yiR1Ih7MFvv","","150.00","7.27","142.73","USD","2025-01-02","received"
"pu_ch_3QkF0iAhXr9x8yiR0aG7zEOW","stripe_charge","ch_3QkF0iAhXr9x8yiR0aG7zEOW","ch_3QkF0iAhXr9x8yiR0aG7zEOW","","52.37","2.74","49.63","USD","2025-01-22","received"
"pu_ch_3QpWAcAhXr9x8yiR042N6uyY","stripe_charge","ch_3QpWAcAhXr9x8yiR042N6uyY","ch_3QpWAcAhXr9x8yiR042N6uyY","","750.00","35.17","714.83","USD","2025-02-06","received"
"pu_ch_3Qwbt5AhXr9x8yiR1xoi7vsN","stripe_charge","ch_3Qwbt5AhXr9x8yiR1xoi7vsN","ch_3Qwbt5AhXr9x8yiR1xoi7vsN","","200.00","9.60","190.40","USD","2025-02-25","received"
"pu_ch_3RGjU9AhXr9x8yiR0R0PeFa8","stripe_charge","ch_3RGjU9AhXr9x8yiR0R0PeFa8","ch_3RGjU9AhXr9x8yiR0R0PeFa8","","2000.00","98.30","1901.70","USD","2025-04-22","received"
"pu_ch_3RlWooAhXr9x8yiR0HK7xQdP","stripe_charge","ch_3RlWooAhXr9x8yiR0HK7xQdP","ch_3RlWooAhXr9x8yiR0HK7xQdP","","200.00","10.10","189.90","USD","2025-07-16","received"
"pu_ch_3RvecrAhXr9x8yiR1MYv6Tai","stripe_charge","ch_3RvecrAhXr9x8yiR1MYv6Tai","ch_3RvecrAhXr9x8yiR1MYv6Tai","","2088.00","102.61","1985.39","USD","2025-08-13","received"
"pu_ch_3Rvi39AhXr9x8yiR01szC5Pc","stripe_charge","ch_3Rvi39AhXr9x8yiR01szC5Pc","ch_3Rvi39AhXr9x8yiR01szC5Pc","","26.41","1.60","24.81","USD","2025-08-13","received"
"pu_ch_3RvidgAhXr9x8yiR0TLkjwVd","stripe_charge","ch_3RvidgAhXr9x8yiR0TLkjwVd","ch_3RvidgAhXr9x8yiR0TLkjwVd","","50.00","2.75","47.25","USD","2025-08-13","received"
"pu_ch_3RvihLAhXr9x8yiR0ViwOyKC","stripe_charge","ch_3RvihLAhXr9x8yiR0ViwOyKC","ch_3RvihLAhXr9x8yiR0ViwOyKC","","3.00","0.45","2.55","USD","2025-08-13","received"
"pu_ch_3RvimpAhXr9x8yiR17gsBOrs","stripe_charge","ch_3RvimpAhXr9x8yiR17gsBOrs","ch_3RvimpAhXr9x8yiR17gsBOrs","","3.00","0.45","2.55","USD","2025-08-13","received"
"pu_ch_3S83otAhXr9x8yiR13Sxo7PH","stripe_charge","ch_3S83otAhXr9x8yiR13Sxo7PH","ch_3S83otAhXr9x8yiR13Sxo7PH","","100.00","5.20","94.80","USD","2025-09-16","received"
"pu_ch_3SQcL3AhXr9x8yiR1hl9JboW","stripe_charge","ch_3SQcL3AhXr9x8yiR1hl9JboW","ch_3SQcL3AhXr9x8yiR1hl9JboW","","5.54","0.57","4.97","USD","2025-11-06","received"
"pu_ch_3SSgzAAhXr9x8yiR0u7Ldd7C","stripe_charge","ch_3SSgzAAhXr9x8yiR0u7Ldd7C","ch_3SSgzAAhXr9x8yiR0u7Ldd7C","","50.00","2.75","47.25","USD","2025-11-12","received"
"pu_ch_3SSpvNAhXr9x8yiR0cDoTqWj","stripe_charge","ch_3SSpvNAhXr9x8yiR0cDoTqWj","ch_3SSpvNAhXr9x8yiR0cDoTqWj","","5.00","0.55","4.45","USD","2025-11-12","received"
"pu_ch_3SSyhhAhXr9x8yiR1zQ2uNyr","stripe_charge","ch_3SSyhhAhXr9x8yiR1zQ2uNyr","ch_3SSyhhAhXr9x8yiR1zQ2uNyr","","5.00","0.55","4.45","USD","2025-11-13","received"
"pu_ch_3SSylDAhXr9x8yiR0uS4G7Me","stripe_charge","ch_3SSylDAhXr9x8yiR0uS4G7Me","ch_3SSylDAhXr9x8yiR0uS4G7Me","","5.00","0.55","4.45","USD","2025-11-13","received"
"pu_ch_3ST2atAhXr9x8yiR1JsCQbIx","stripe_charge","ch_3ST2atAhXr9x8yiR1JsCQbIx","ch_3ST2atAhXr9x8yiR1JsCQbIx","","5.00","0.55","4.45","USD","2025-11-13","received"
"pu_ch_3SUByYAhXr9x8yiR1cJfV6GH","stripe_charge","ch_3SUByYAhXr9x8yiR1cJfV6GH","ch_3SUByYAhXr9x8yiR1cJfV6GH","","50.00","2.75","47.25","USD","2025-11-16","received"
"pu_ch_3SZwXKAhXr9x8yiR0byK60TY","stripe_charge","ch_3SZwXKAhXr9x8yiR0byK60TY","ch_3SZwXKAhXr9x8yiR0byK60TY","","50.00","2.75","47.25","USD","2025-12-02","received"
"pu_ch_3SZxnJAhXr9x8yiR1U80Pvs5","stripe_charge","ch_3SZxnJAhXr9x8yiR1U80Pvs5","ch_3SZxnJAhXr9x8yiR1U80Pvs5","","574.43","28.45","545.98","USD","2025-12-02","received"
"pu_ch_3SaGCMAhXr9x8yiR1cxBjssT","stripe_charge","ch_3SaGCMAhXr9x8yiR1cxBjssT","ch_3SaGCMAhXr9x8yiR1cxBjssT","","50.00","2.75","47.25","USD","2025-12-03","received"
"pu_ch_3SaGxQAhXr9x8yiR0dgnhMoa","stripe_charge","ch_3SaGxQAhXr9x8yiR0dgnhMoa","ch_3SaGxQAhXr9x8yiR0dgnhMoa","","50.00","2.75","47.25","USD","2025-12-03","received"
"pu_ch_3SaIMaAhXr9x8yiR0JW114pg","stripe_charge","ch_3SaIMaAhXr9x8yiR0JW114pg","ch_3SaIMaAhXr9x8yiR0JW114pg","","104.70","5.43","99.27","USD","2025-12-03","received"
"pu_ch_3SaIvNAhXr9x8yiR06wLwN95","stripe_charge","ch_3SaIvNAhXr9x8yiR06wLwN95","ch_3SaIvNAhXr9x8yiR06wLwN95","","10.00","0.79","9.21","USD","2025-12-03","received"
"pu_ch_3SaM9IAhXr9x8yiR1bquhGnR","stripe_charge","ch_3SaM9IAhXr9x8yiR1bquhGnR","ch_3SaM9IAhXr9x8yiR1bquhGnR","","26.41","1.60","24.81","USD","2025-12-03","received"
